source	target	edge_type	source_node_type	target_node_type
pubchem.compound:36462	ncbigene:9531	upregulates	Compound	Gene
ncbigene:9429	ncbigene:768	interacts	Gene	Gene
ncbigene:9037	GO:0007267	participates	Gene	Biological Process
pubchem.compound:3117	ncbigene:4313	downregulates	Compound	Gene
ncbigene:391121	ncbigene:2782	interacts	Gene	Gene
ncbigene:9479	GO:0016192	participates	Gene	Biological Process
ncbigene:26268	ncbigene:26267	interacts	Gene	Gene
ncbigene:1956	ncbigene:406912	interacts	Gene	Gene
pubchem.compound:702	ncbigene:4638	upregulates	Compound	Gene
ncbigene:3822	ncbigene:29760	interacts	Gene	Gene
ncbigene:143	ncbigene:3002	interacts	Gene	Gene
pubchem.compound:444795	GO:0048856	induces	Compound	Biological Process
ncbigene:6783	ncbigene:3993	interacts	Gene	Gene
ncbigene:79602	ncbigene:51422	interacts	Gene	Gene
ncbigene:780	GO:0007155	participates	Gene	Biological Process
ncbigene:51719	GO:0007165	participates	Gene	Biological Process
ncbigene:3661	ncbigene:200316	interacts	Gene	Gene
ncbigene:4225	ncbigene:999	interacts	Gene	Gene
ncbigene:857	ncbigene:27035	interacts	Gene	Gene
ncbigene:55131	ncbigene:9790	interacts	Gene	Gene
ncbigene:8841	ncbigene:9572	interacts	Gene	Gene
ncbigene:8986	ncbigene:7392	interacts	Gene	Gene
pubchem.compound:2796	ncbigene:9060	upregulates	Compound	Gene
ncbigene:10458	GO:0007009	participates	Gene	Biological Process
ncbigene:5874	ncbigene:25924	interacts	Gene	Gene
ncbigene:2266	ncbigene:5104	interacts	Gene	Gene
ncbigene:23332	ncbigene:81565	interacts	Gene	Gene
ncbigene:32	ncbigene:5571	interacts	Gene	Gene
ncbigene:1612	GO:0043065	participates	Gene	Biological Process
ncbigene:358	ncbigene:5734	interacts	Gene	Gene
ncbigene:333932	ncbigene:3576	interacts	Gene	Gene
pubchem.compound:3019	ncbigene:760	downregulates	Compound	Gene
ncbigene:4726	ncbigene:5567	interacts	Gene	Gene
ncbigene:8174	GO:0007165	participates	Gene	Biological Process
ncbigene:4726	ncbigene:5566	interacts	Gene	Gene
pubchem.compound:3386	ncbigene:89780	upregulates	Compound	Gene
ncbigene:10714	ncbigene:5892	interacts	Gene	Gene
ncbigene:9351	ncbigene:10000	interacts	Gene	Gene
ncbigene:27	ncbigene:2876	interacts	Gene	Gene
ncbigene:33	ncbigene:1737	interacts	Gene	Gene
ncbigene:4082	ncbigene:406991	interacts	Gene	Gene
pubchem.compound:12035	GO:0016192	induces	Compound	Biological Process
ncbigene:9518	GO:0007165	participates	Gene	Biological Process
ncbigene:3001	ncbigene:6418	interacts	Gene	Gene
ncbigene:8527	GO:0007165	participates	Gene	Biological Process
pubchem.compound:4761	ncbigene:3269	downregulates	Compound	Gene
ncbigene:117	ncbigene:94235	interacts	Gene	Gene
ncbigene:30011	ncbigene:4609	interacts	Gene	Gene
ncbigene:578	ncbigene:406912	interacts	Gene	Gene
ncbigene:4922	GO:0007165	participates	Gene	Biological Process
ncbigene:109	GO:0007165	participates	Gene	Biological Process
ncbigene:632	ncbigene:10413	interacts	Gene	Gene
ncbigene:10053	GO:0016192	participates	Gene	Biological Process
ncbigene:6354	GO:0007267	participates	Gene	Biological Process
ncbigene:27316	ncbigene:10772	interacts	Gene	Gene
ncbigene:7456	ncbigene:8976	interacts	Gene	Gene
ncbigene:30835	ncbigene:7043	interacts	Gene	Gene
ncbigene:54541	ncbigene:7531	interacts	Gene	Gene
ncbigene:382	ncbigene:9341	interacts	Gene	Gene
pubchem.compound:4011	ncbigene:148	downregulates	Compound	Gene
ncbigene:1363	ncbigene:885	interacts	Gene	Gene
pubchem.compound:4775	ncbigene:3065	downregulates	Compound	Gene
ncbigene:2734	GO:0016485	participates	Gene	Biological Process
ncbigene:9846	GO:0007165	participates	Gene	Biological Process
pubchem.compound:448537	ncbigene:4159	upregulates	Compound	Gene
ncbigene:5717	ncbigene:2737	interacts	Gene	Gene
ncbigene:2354	ncbigene:799	interacts	Gene	Gene
pubchem.compound:12035	GO:0050790	induces	Compound	Biological Process
ncbigene:127062	ncbigene:2788	interacts	Gene	Gene
ncbigene:5594	GO:0007049	participates	Gene	Biological Process
ncbigene:10465	GO:0006457	participates	Gene	Biological Process
pubchem.compound:145068	ncbigene:2152	downregulates	Compound	Gene
pubchem.compound:702	ncbigene:4851	downregulates	Compound	Gene
ncbigene:6521	GO:0055085	participates	Gene	Biological Process
ncbigene:6657	ncbigene:25928	interacts	Gene	Gene
ncbigene:4830	ncbigene:1785	interacts	Gene	Gene
pubchem.compound:702	ncbigene:958	downregulates	Compound	Gene
ncbigene:442179	ncbigene:2782	interacts	Gene	Gene
pubchem.compound:5284616	GO:0050877	induces	Compound	Biological Process
ncbigene:79482	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:5917	ncbigene:9315	upregulates	Compound	Gene
pubchem.compound:4976	ncbigene:6530	downregulates	Compound	Gene
pubchem.compound:6013	ncbigene:4973	upregulates	Compound	Gene
ncbigene:7329	GO:0007059	participates	Gene	Biological Process
pubchem.compound:2719	ncbigene:1576	downregulates	Compound	Gene
ncbigene:23322	ncbigene:2737	interacts	Gene	Gene
ncbigene:10810	GO:0007010	participates	Gene	Biological Process
ncbigene:2868	ncbigene:3362	interacts	Gene	Gene
pubchem.compound:6047	ncbigene:1812	upregulates	Compound	Gene
ncbigene:79490	ncbigene:51764	interacts	Gene	Gene
ncbigene:5275	GO:0010951	participates	Gene	Biological Process
ncbigene:8493	ncbigene:4193	interacts	Gene	Gene
ncbigene:3109	ncbigene:919	interacts	Gene	Gene
ncbigene:1111	ncbigene:494551	interacts	Gene	Gene
ncbigene:1063	GO:0030154	participates	Gene	Biological Process
pubchem.compound:3108	GO:0007165	induces	Compound	Biological Process
ncbigene:10025	ncbigene:2167	interacts	Gene	Gene
ncbigene:7704	ncbigene:890	interacts	Gene	Gene
ncbigene:7052	GO:0043065	participates	Gene	Biological Process
pubchem.compound:36314	ncbigene:1576	upregulates	Compound	Gene
ncbigene:403282	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:3487	ncbigene:2554	upregulates	Compound	Gene
ncbigene:25906	GO:0007049	participates	Gene	Biological Process
ncbigene:5033	ncbigene:1305	interacts	Gene	Gene
ncbigene:2316	ncbigene:4775	interacts	Gene	Gene
pubchem.compound:702	ncbigene:5179	upregulates	Compound	Gene
ncbigene:288	ncbigene:3710	interacts	Gene	Gene
ncbigene:11051	GO:0006397	participates	Gene	Biological Process
ncbigene:27063	GO:0043065	participates	Gene	Biological Process
ncbigene:25936	ncbigene:6232	interacts	Gene	Gene
ncbigene:26664	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:183	upregulates	Compound	Gene
pubchem.compound:2797	ncbigene:5444	upregulates	Compound	Gene
ncbigene:6775	ncbigene:51082	interacts	Gene	Gene
ncbigene:5054	ncbigene:8862	interacts	Gene	Gene
ncbigene:284532	ncbigene:51764	interacts	Gene	Gene
ncbigene:26272	ncbigene:26268	interacts	Gene	Gene
ncbigene:23461	GO:0055085	participates	Gene	Biological Process
pubchem.compound:5281004	ncbigene:1437	downregulates	Compound	Gene
ncbigene:26007	GO:0005975	participates	Gene	Biological Process
ncbigene:341392	ncbigene:3845	interacts	Gene	Gene
ncbigene:54820	GO:0051301	participates	Gene	Biological Process
ncbigene:126374	GO:0007010	participates	Gene	Biological Process
ncbigene:6582	ncbigene:5460	interacts	Gene	Gene
ncbigene:7145	ncbigene:5295	interacts	Gene	Gene
ncbigene:596	ncbigene:406948	interacts	Gene	Gene
ncbigene:79490	ncbigene:2782	interacts	Gene	Gene
ncbigene:685	GO:0008283	participates	Gene	Biological Process
pubchem.compound:36314	ncbigene:4603	downregulates	Compound	Gene
ncbigene:462	ncbigene:2812	interacts	Gene	Gene
ncbigene:10744	ncbigene:51433	interacts	Gene	Gene
ncbigene:8289	ncbigene:2971	interacts	Gene	Gene
ncbigene:9367	GO:0032880	participates	Gene	Biological Process
ncbigene:10039	ncbigene:842	interacts	Gene	Gene
ncbigene:7706	ncbigene:79671	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:1509	upregulates	Compound	Gene
ncbigene:23208	GO:0006914	participates	Gene	Biological Process
ncbigene:6461	ncbigene:5295	interacts	Gene	Gene
ncbigene:5441	ncbigene:80004	interacts	Gene	Gene
ncbigene:814	ncbigene:4893	interacts	Gene	Gene
ncbigene:120776	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:5311067	ncbigene:2908	upregulates	Compound	Gene
ncbigene:119772	ncbigene:51764	interacts	Gene	Gene
ncbigene:11345	GO:0006914	participates	Gene	Biological Process
ncbigene:10418	GO:0016485	participates	Gene	Biological Process
pubchem.compound:5426	ncbigene:5743	downregulates	Compound	Gene
ncbigene:1808	GO:0007165	participates	Gene	Biological Process
pubchem.compound:3339	ncbigene:4322	upregulates	Compound	Gene
pubchem.compound:5283731	ncbigene:952	upregulates	Compound	Gene
pubchem.compound:5284616	ncbigene:54700	downregulates	Compound	Gene
ncbigene:55131	ncbigene:9724	interacts	Gene	Gene
ncbigene:11313	ncbigene:2596	interacts	Gene	Gene
ncbigene:4702	ncbigene:5566	interacts	Gene	Gene
ncbigene:5588	ncbigene:79092	interacts	Gene	Gene
pubchem.compound:2471	ncbigene:6558	downregulates	Compound	Gene
pubchem.compound:54454	ncbigene:4843	downregulates	Compound	Gene
ncbigene:9444	ncbigene:8844	interacts	Gene	Gene
ncbigene:28964	ncbigene:375	interacts	Gene	Gene
ncbigene:23533	ncbigene:5590	interacts	Gene	Gene
ncbigene:1408	ncbigene:5501	interacts	Gene	Gene
pubchem.compound:5280453	ncbigene:5251	downregulates	Compound	Gene
ncbigene:1979	ncbigene:1410	interacts	Gene	Gene
pubchem.compound:4044	ncbigene:5742	downregulates	Compound	Gene
ncbigene:925	ncbigene:940	interacts	Gene	Gene
ncbigene:7143	ncbigene:442904	interacts	Gene	Gene
ncbigene:1282	ncbigene:3696	interacts	Gene	Gene
ncbigene:81929	ncbigene:6628	interacts	Gene	Gene
ncbigene:10006	ncbigene:10093	interacts	Gene	Gene
ncbigene:2790	ncbigene:29899	interacts	Gene	Gene
ncbigene:5027	GO:0007005	participates	Gene	Biological Process
ncbigene:100132074	ncbigene:100533105	interacts	Gene	Gene
ncbigene:4090	ncbigene:3400	interacts	Gene	Gene
ncbigene:29882	GO:0030154	participates	Gene	Biological Process
ncbigene:5896	ncbigene:55294	interacts	Gene	Gene
ncbigene:7442	ncbigene:83939	interacts	Gene	Gene
ncbigene:6799	GO:0006805	participates	Gene	Biological Process
ncbigene:10403	GO:0051301	participates	Gene	Biological Process
pubchem.compound:3488	ncbigene:3764	downregulates	Compound	Gene
ncbigene:11059	ncbigene:5156	interacts	Gene	Gene
ncbigene:1436	ncbigene:53358	interacts	Gene	Gene
ncbigene:51164	ncbigene:3845	interacts	Gene	Gene
ncbigene:391	ncbigene:63916	interacts	Gene	Gene
ncbigene:3663	GO:0043065	participates	Gene	Biological Process
ncbigene:219986	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:44093	ncbigene:5972	upregulates	Compound	Gene
ncbigene:2487	ncbigene:80326	interacts	Gene	Gene
ncbigene:6382	ncbigene:7471	interacts	Gene	Gene
ncbigene:57620	ncbigene:84876	interacts	Gene	Gene
ncbigene:729	ncbigene:727	interacts	Gene	Gene
ncbigene:1268	GO:0043065	participates	Gene	Biological Process
ncbigene:10054	ncbigene:4609	interacts	Gene	Gene
ncbigene:8387	GO:0007165	participates	Gene	Biological Process
ncbigene:84232	ncbigene:389541	interacts	Gene	Gene
ncbigene:284340	GO:0030154	participates	Gene	Biological Process
ncbigene:150572	ncbigene:8553	interacts	Gene	Gene
ncbigene:254531	ncbigene:79888	interacts	Gene	Gene
ncbigene:84100	ncbigene:585	interacts	Gene	Gene
ncbigene:4261	ncbigene:3125	interacts	Gene	Gene
ncbigene:3728	ncbigene:83439	interacts	Gene	Gene
ncbigene:10349	GO:0055085	participates	Gene	Biological Process
ncbigene:4440	ncbigene:64221	interacts	Gene	Gene
pubchem.compound:36314	ncbigene:4843	upregulates	Compound	Gene
ncbigene:282617	ncbigene:53832	interacts	Gene	Gene
ncbigene:8995	GO:0007267	participates	Gene	Biological Process
ncbigene:3636	ncbigene:59338	interacts	Gene	Gene
ncbigene:5986	ncbigene:4854	interacts	Gene	Gene
ncbigene:3310	ncbigene:2861	interacts	Gene	Gene
ncbigene:331	ncbigene:1521	interacts	Gene	Gene
pubchem.compound:4011	ncbigene:150	downregulates	Compound	Gene
pubchem.compound:2764	ncbigene:836	upregulates	Compound	Gene
ncbigene:6453	ncbigene:22905	interacts	Gene	Gene
ncbigene:64170	ncbigene:8503	interacts	Gene	Gene
ncbigene:4698	ncbigene:5567	interacts	Gene	Gene
ncbigene:4762	ncbigene:1387	interacts	Gene	Gene
ncbigene:8521	ncbigene:23446	interacts	Gene	Gene
ncbigene:124538	ncbigene:2788	interacts	Gene	Gene
ncbigene:6374	GO:0007267	participates	Gene	Biological Process
ncbigene:83939	ncbigene:468	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:842	upregulates	Compound	Gene
ncbigene:4319	GO:0006508	participates	Gene	Biological Process
ncbigene:6908	ncbigene:608	interacts	Gene	Gene
ncbigene:391192	ncbigene:51764	interacts	Gene	Gene
ncbigene:5037	ncbigene:5906	interacts	Gene	Gene
ncbigene:6195	ncbigene:59343	interacts	Gene	Gene
ncbigene:53944	ncbigene:6608	interacts	Gene	Gene
ncbigene:3958	GO:0006397	participates	Gene	Biological Process
ncbigene:358	ncbigene:5732	interacts	Gene	Gene
ncbigene:432355	ncbigene:1144	interacts	Gene	Gene
ncbigene:5993	ncbigene:972	interacts	Gene	Gene
ncbigene:3703	ncbigene:3845	interacts	Gene	Gene
pubchem.compound:126941	ncbigene:471	downregulates	Compound	Gene
ncbigene:7352	GO:0006629	participates	Gene	Biological Process
ncbigene:7424	GO:0007165	participates	Gene	Biological Process
ncbigene:3691	GO:0006914	participates	Gene	Biological Process
pubchem.compound:5280343	ncbigene:4313	upregulates	Compound	Gene
ncbigene:1235	ncbigene:3717	interacts	Gene	Gene
ncbigene:6518	GO:0005975	participates	Gene	Biological Process
pubchem.compound:1548943	ncbigene:6531	downregulates	Compound	Gene
ncbigene:22863	ncbigene:55014	interacts	Gene	Gene
pubchem.compound:124087	ncbigene:6774	downregulates	Compound	Gene
pubchem.compound:441314	ncbigene:2548	downregulates	Compound	Gene
ncbigene:4438	ncbigene:5888	interacts	Gene	Gene
pubchem.compound:24826799	ncbigene:2261	downregulates	Compound	Gene
ncbigene:4886	ncbigene:63940	interacts	Gene	Gene
ncbigene:5979	ncbigene:468	interacts	Gene	Gene
pubchem.compound:3372	ncbigene:1812	downregulates	Compound	Gene
ncbigene:80205	ncbigene:8800	interacts	Gene	Gene
ncbigene:23386	GO:0006457	participates	Gene	Biological Process
ncbigene:146057	ncbigene:3796	interacts	Gene	Gene
ncbigene:9935	GO:0007585	participates	Gene	Biological Process
ncbigene:51807	ncbigene:3002	interacts	Gene	Gene
ncbigene:133	ncbigene:10266	interacts	Gene	Gene
ncbigene:5055	GO:0010951	participates	Gene	Biological Process
pubchem.compound:4775	ncbigene:2597	downregulates	Compound	Gene
ncbigene:841	GO:0006508	participates	Gene	Biological Process
ncbigene:125958	GO:0007165	participates	Gene	Biological Process
pubchem.compound:5360696	ncbigene:1536	downregulates	Compound	Gene
ncbigene:10148	ncbigene:6774	interacts	Gene	Gene
pubchem.compound:2719	ncbigene:9423	upregulates	Compound	Gene
ncbigene:3479	ncbigene:174	interacts	Gene	Gene
ncbigene:1962	ncbigene:3725	interacts	Gene	Gene
ncbigene:23538	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:7015	upregulates	Compound	Gene
ncbigene:3596	ncbigene:3581	interacts	Gene	Gene
ncbigene:2937	ncbigene:9588	interacts	Gene	Gene
ncbigene:26737	ncbigene:2788	interacts	Gene	Gene
ncbigene:10798	GO:0007165	participates	Gene	Biological Process
pubchem.compound:55245	GO:0030154	induces	Compound	Biological Process
ncbigene:219873	ncbigene:2788	interacts	Gene	Gene
ncbigene:117	ncbigene:2792	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:3110	upregulates	Compound	Gene
ncbigene:4046	ncbigene:6237	interacts	Gene	Gene
ncbigene:4671	ncbigene:840	interacts	Gene	Gene
ncbigene:7472	ncbigene:11197	interacts	Gene	Gene
pubchem.compound:3308	ncbigene:6615	downregulates	Compound	Gene
pubchem.compound:4485	ncbigene:801	downregulates	Compound	Gene
ncbigene:111	ncbigene:2787	interacts	Gene	Gene
ncbigene:9971	ncbigene:123264	interacts	Gene	Gene
ncbigene:22846	GO:0007049	participates	Gene	Biological Process
ncbigene:3827	GO:0010951	participates	Gene	Biological Process
ncbigene:5966	ncbigene:2529	interacts	Gene	Gene
ncbigene:29117	GO:0007049	participates	Gene	Biological Process
ncbigene:85320	GO:0055085	participates	Gene	Biological Process
ncbigene:390445	ncbigene:2788	interacts	Gene	Gene
ncbigene:6331	ncbigene:2902	interacts	Gene	Gene
ncbigene:25825	ncbigene:323	interacts	Gene	Gene
ncbigene:834	GO:0051604	participates	Gene	Biological Process
ncbigene:9611	ncbigene:4609	interacts	Gene	Gene
ncbigene:9550	ncbigene:28956	interacts	Gene	Gene
ncbigene:9474	ncbigene:3916	interacts	Gene	Gene
ncbigene:1479	ncbigene:53981	interacts	Gene	Gene
pubchem.compound:3372	ncbigene:1133	downregulates	Compound	Gene
ncbigene:10509	ncbigene:5365	interacts	Gene	Gene
ncbigene:816	GO:0030154	participates	Gene	Biological Process
ncbigene:5573	ncbigene:2737	interacts	Gene	Gene
ncbigene:3006	ncbigene:7157	interacts	Gene	Gene
ncbigene:5501	GO:0007049	participates	Gene	Biological Process
pubchem.compound:31703	ncbigene:8837	downregulates	Compound	Gene
ncbigene:51182	ncbigene:6767	interacts	Gene	Gene
ncbigene:390190	ncbigene:2788	interacts	Gene	Gene
ncbigene:10253	ncbigene:406991	interacts	Gene	Gene
ncbigene:3818	ncbigene:5340	interacts	Gene	Gene
ncbigene:390066	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:4320	upregulates	Compound	Gene
pubchem.compound:5904	ncbigene:1666	downregulates	Compound	Gene
ncbigene:127074	ncbigene:51764	interacts	Gene	Gene
pubchem.compound:2764	ncbigene:3107	upregulates	Compound	Gene
ncbigene:55437	ncbigene:51804	interacts	Gene	Gene
ncbigene:2327	GO:0006805	participates	Gene	Biological Process
ncbigene:8742	ncbigene:836	interacts	Gene	Gene
ncbigene:23160	ncbigene:9790	interacts	Gene	Gene
pubchem.compound:2554	ncbigene:6750	downregulates	Compound	Gene
ncbigene:10051	GO:0051301	participates	Gene	Biological Process
pubchem.compound:71360	ncbigene:3358	downregulates	Compound	Gene
ncbigene:301	GO:0006954	participates	Gene	Biological Process
ncbigene:55968	ncbigene:258010	interacts	Gene	Gene
pubchem.compound:7699	ncbigene:6331	downregulates	Compound	Gene
ncbigene:2569	GO:0050877	participates	Gene	Biological Process
ncbigene:6637	ncbigene:10772	interacts	Gene	Gene
ncbigene:83464	ncbigene:10782	interacts	Gene	Gene
pubchem.compound:3559	ncbigene:4803	downregulates	Compound	Gene
ncbigene:55920	GO:0051301	participates	Gene	Biological Process
ncbigene:80201	ncbigene:3845	interacts	Gene	Gene
ncbigene:2523	GO:0005975	participates	Gene	Biological Process
ncbigene:3293	ncbigene:3290	interacts	Gene	Gene
pubchem.compound:3333	ncbigene:779	downregulates	Compound	Gene
ncbigene:79139	ncbigene:6647	interacts	Gene	Gene
ncbigene:64682	GO:0051301	participates	Gene	Biological Process
ncbigene:57506	ncbigene:84166	interacts	Gene	Gene
pubchem.compound:448537	ncbigene:4803	upregulates	Compound	Gene
pubchem.compound:5360373	ncbigene:857	downregulates	Compound	Gene
pubchem.compound:5770	ncbigene:7054	upregulates	Compound	Gene
ncbigene:4752	GO:0051301	participates	Gene	Biological Process
ncbigene:2050	ncbigene:25791	interacts	Gene	Gene
pubchem.compound:2265	ncbigene:3308	upregulates	Compound	Gene
ncbigene:10787	ncbigene:10097	interacts	Gene	Gene
pubchem.compound:3658	GO:0007165	induces	Compound	Biological Process
ncbigene:6794	ncbigene:4139	interacts	Gene	Gene
ncbigene:79158	ncbigene:6272	interacts	Gene	Gene
pubchem.compound:3715	ncbigene:5743	downregulates	Compound	Gene
ncbigene:841	GO:0043065	participates	Gene	Biological Process
ncbigene:375	GO:0016192	participates	Gene	Biological Process
pubchem.compound:1548943	ncbigene:2194	downregulates	Compound	Gene
pubchem.compound:3339	ncbigene:336	upregulates	Compound	Gene
ncbigene:7411	GO:0006457	participates	Gene	Biological Process
pubchem.compound:60854	ncbigene:3358	downregulates	Compound	Gene
pubchem.compound:55245	ncbigene:3960	upregulates	Compound	Gene
ncbigene:10627	ncbigene:60	interacts	Gene	Gene
ncbigene:2151	ncbigene:9002	interacts	Gene	Gene
pubchem.compound:4171	ncbigene:2697	upregulates	Compound	Gene
pubchem.compound:5280360	ncbigene:7157	downregulates	Compound	Gene
ncbigene:10370	ncbigene:51	interacts	Gene	Gene
ncbigene:6303	ncbigene:246	interacts	Gene	Gene
pubchem.compound:5665	ncbigene:2550	upregulates	Compound	Gene
ncbigene:51601	GO:0006629	participates	Gene	Biological Process
ncbigene:5153	GO:0007165	participates	Gene	Biological Process
ncbigene:51422	GO:0050790	participates	Gene	Biological Process
ncbigene:55660	ncbigene:10772	interacts	Gene	Gene
ncbigene:8718	ncbigene:9020	interacts	Gene	Gene
ncbigene:5571	ncbigene:5210	interacts	Gene	Gene
pubchem.compound:31703	ncbigene:4363	upregulates	Compound	Gene
ncbigene:58476	ncbigene:81671	interacts	Gene	Gene
ncbigene:219	GO:0005975	participates	Gene	Biological Process
ncbigene:834	GO:0006508	participates	Gene	Biological Process
ncbigene:30001	GO:0006457	participates	Gene	Biological Process
ncbigene:8878	ncbigene:23048	interacts	Gene	Gene
ncbigene:1298	ncbigene:8515	interacts	Gene	Gene
pubchem.compound:3463	ncbigene:3949	upregulates	Compound	Gene
ncbigene:7133	ncbigene:1616	interacts	Gene	Gene
ncbigene:5524	ncbigene:22877	interacts	Gene	Gene
ncbigene:390431	ncbigene:2788	interacts	Gene	Gene
ncbigene:1398	GO:0007165	participates	Gene	Biological Process
ncbigene:55578	ncbigene:285973	interacts	Gene	Gene
ncbigene:219477	ncbigene:2788	interacts	Gene	Gene
ncbigene:217	ncbigene:10487	interacts	Gene	Gene
ncbigene:5156	ncbigene:407026	interacts	Gene	Gene
pubchem.compound:5284616	ncbigene:7494	downregulates	Compound	Gene
ncbigene:9169	ncbigene:834	interacts	Gene	Gene
ncbigene:83660	GO:0007155	participates	Gene	Biological Process
ncbigene:3482	GO:0007165	participates	Gene	Biological Process
ncbigene:26253	ncbigene:6850	interacts	Gene	Gene
ncbigene:135250	ncbigene:22914	interacts	Gene	Gene
ncbigene:9789	ncbigene:29927	interacts	Gene	Gene
pubchem.compound:2118	ncbigene:2554	upregulates	Compound	Gene
ncbigene:10287	ncbigene:9630	interacts	Gene	Gene
ncbigene:5725	GO:0006397	participates	Gene	Biological Process
ncbigene:2817	ncbigene:7422	interacts	Gene	Gene
ncbigene:2065	GO:0007275	participates	Gene	Biological Process
pubchem.compound:4943	ncbigene:183	downregulates	Compound	Gene
ncbigene:1443	ncbigene:3581	interacts	Gene	Gene
ncbigene:1565	GO:0006805	participates	Gene	Biological Process
ncbigene:951	ncbigene:10019	interacts	Gene	Gene
pubchem.compound:3385	ncbigene:10057	upregulates	Compound	Gene
ncbigene:6344	ncbigene:2778	interacts	Gene	Gene
ncbigene:131450	GO:0007165	participates	Gene	Biological Process
ncbigene:100126337	ncbigene:6591	interacts	Gene	Gene
ncbigene:2342	GO:0006629	participates	Gene	Biological Process
ncbigene:51094	ncbigene:51422	interacts	Gene	Gene
ncbigene:344892	ncbigene:8590	interacts	Gene	Gene
ncbigene:3269	ncbigene:2769	interacts	Gene	Gene
ncbigene:26524	GO:0051301	participates	Gene	Biological Process
ncbigene:5797	ncbigene:1500	interacts	Gene	Gene
ncbigene:4776	ncbigene:1827	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:7043	upregulates	Compound	Gene
ncbigene:8315	ncbigene:22808	interacts	Gene	Gene
pubchem.compound:31703	ncbigene:4904	upregulates	Compound	Gene
ncbigene:5367	ncbigene:29899	interacts	Gene	Gene
pubchem.compound:60854	ncbigene:152	downregulates	Compound	Gene
pubchem.compound:448537	ncbigene:6497	upregulates	Compound	Gene
pubchem.compound:4011	GO:0030154	induces	Compound	Biological Process
ncbigene:3358	ncbigene:2353	interacts	Gene	Gene
ncbigene:54567	ncbigene:11317	interacts	Gene	Gene
ncbigene:2645	ncbigene:2646	interacts	Gene	Gene
ncbigene:2745	ncbigene:23411	interacts	Gene	Gene
ncbigene:257397	ncbigene:7375	interacts	Gene	Gene
ncbigene:5564	GO:0007165	participates	Gene	Biological Process
ncbigene:9440	ncbigene:2167	interacts	Gene	Gene
pubchem.compound:4594	ncbigene:8714	upregulates	Compound	Gene
ncbigene:157506	ncbigene:4137	interacts	Gene	Gene
pubchem.compound:5280453	ncbigene:3756	downregulates	Compound	Gene
ncbigene:90673	ncbigene:2997	interacts	Gene	Gene
pubchem.compound:3385	ncbigene:836	upregulates	Compound	Gene
ncbigene:1441	GO:0007155	participates	Gene	Biological Process
ncbigene:4860	ncbigene:5425	interacts	Gene	Gene
pubchem.compound:36314	ncbigene:7157	upregulates	Compound	Gene
ncbigene:55781	ncbigene:1457	interacts	Gene	Gene
pubchem.compound:5284616	ncbigene:4968	upregulates	Compound	Gene
ncbigene:22894	ncbigene:6181	interacts	Gene	Gene
ncbigene:784	ncbigene:55012	interacts	Gene	Gene
ncbigene:5478	ncbigene:4772	interacts	Gene	Gene
ncbigene:22926	ncbigene:7466	interacts	Gene	Gene
ncbigene:5644	ncbigene:4314	interacts	Gene	Gene
ncbigene:4515	ncbigene:207	interacts	Gene	Gene
ncbigene:2215	ncbigene:1432	interacts	Gene	Gene
ncbigene:81696	ncbigene:51764	interacts	Gene	Gene
ncbigene:839	GO:0016540	participates	Gene	Biological Process
ncbigene:283694	ncbigene:2788	interacts	Gene	Gene
pubchem.compound:444795	ncbigene:4485	downregulates	Compound	Gene
ncbigene:6391	ncbigene:10131	interacts	Gene	Gene
ncbigene:51738	ncbigene:5799	interacts	Gene	Gene
ncbigene:11096	GO:0030198	participates	Gene	Biological Process
ncbigene:3381	ncbigene:5747	interacts	Gene	Gene
ncbigene:56616	GO:0043065	participates	Gene	Biological Process
ncbigene:132660	ncbigene:891	interacts	Gene	Gene
pubchem.compound:36462	ncbigene:7153	downregulates	Compound	Gene
ncbigene:11317	ncbigene:6310	interacts	Gene	Gene
pubchem.compound:36314	ncbigene:3725	upregulates	Compound	Gene
ncbigene:390157	ncbigene:51764	interacts	Gene	Gene
ncbigene:9883	ncbigene:9939	interacts	Gene	Gene
pubchem.compound:5073	ncbigene:1815	downregulates	Compound	Gene
ncbigene:112574	ncbigene:8976	interacts	Gene	Gene
ncbigene:90701	ncbigene:6206	interacts	Gene	Gene
ncbigene:474382	GO:0006397	participates	Gene	Biological Process
ncbigene:10211	ncbigene:57016	interacts	Gene	Gene
ncbigene:4277	ncbigene:100528032	interacts	Gene	Gene
ncbigene:8473	GO:0016485	participates	Gene	Biological Process
ncbigene:149951	ncbigene:146330	interacts	Gene	Gene
ncbigene:7182	GO:0030154	participates	Gene	Biological Process
ncbigene:1816	ncbigene:2776	interacts	Gene	Gene
pubchem.compound:5073	ncbigene:3357	downregulates	Compound	Gene
pubchem.compound:448537	ncbigene:220	downregulates	Compound	Gene
