source	target	relation
PUBCHEM.COMPOUND:445154	NCBIGENE:5587	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5594	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5595	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5621	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:57085	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5728	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5742	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5743	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5770	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:595	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:5970	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6198	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6285	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6337	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6340	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6347	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6531	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6622	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6657	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6720	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6774	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:682	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:6915	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7037	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7040	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7124	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7157	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:729230	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7412	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:7416	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:8202	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:8988	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:8989	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:920	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:9407	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:942	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:9536	-1
PUBCHEM.COMPOUND:445154	NCBIGENE:976	-1
PUBCHEM.COMPOUND:445156	NCBIGENE:2147	-1
PUBCHEM.COMPOUND:445186	NCBIGENE:3725	-1
PUBCHEM.COMPOUND:445186	NCBIGENE:3727	-1
PUBCHEM.COMPOUND:44519123	NCBIGENE:6240	-1
PUBCHEM.COMPOUND:445248	NCBIGENE:3938	-1
PUBCHEM.COMPOUND:445302	NCBIGENE:5742	-1
PUBCHEM.COMPOUND:445319	NCBIGENE:4846	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:2056	1
PUBCHEM.COMPOUND:445354	NCBIGENE:213	1
PUBCHEM.COMPOUND:445354	NCBIGENE:250	1
PUBCHEM.COMPOUND:445354	NCBIGENE:251	1
PUBCHEM.COMPOUND:445354	NCBIGENE:51144	1
PUBCHEM.COMPOUND:445354	NCBIGENE:5917	1
PUBCHEM.COMPOUND:445354	NCBIGENE:6010	1
PUBCHEM.COMPOUND:445354	NCBIGENE:627	1
PUBCHEM.COMPOUND:445354	NCBIGENE:7054	1
PUBCHEM.COMPOUND:445354	NCBIGENE:7421	1
PUBCHEM.COMPOUND:445354	NCBIGENE:8431	1
PUBCHEM.COMPOUND:445354	NCBIGENE:9407	1
PUBCHEM.COMPOUND:445354	NCBIGENE:9965	1
PUBCHEM.COMPOUND:445354	NCBIGENE:1499	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:1581	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:1906	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:3952	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:4312	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:5244	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:6520	-1
PUBCHEM.COMPOUND:445354	NCBIGENE:7299	-1
PUBCHEM.COMPOUND:445355	NCBIGENE:2494	1
PUBCHEM.COMPOUND:44537807	NCBIGENE:4048	-1
PUBCHEM.COMPOUND:445420	NCBIGENE:1490	-1
PUBCHEM.COMPOUND:445420	NCBIGENE:2475	-1
PUBCHEM.COMPOUND:445420	NCBIGENE:5178	-1
PUBCHEM.COMPOUND:445421	NCBIGENE:8972	-1
PUBCHEM.COMPOUND:445433	NCBIGENE:1544	1
PUBCHEM.COMPOUND:445463	NCBIGENE:4519	-1
PUBCHEM.COMPOUND:445463	NCBIGENE:6010	-1
PUBCHEM.COMPOUND:445501	NCBIGENE:5663	1
PUBCHEM.COMPOUND:445503	NCBIGENE:7298	-1
PUBCHEM.COMPOUND:445504	NCBIGENE:7298	-1
PUBCHEM.COMPOUND:445505	NCBIGENE:7298	-1
PUBCHEM.COMPOUND:445506	NCBIGENE:7298	-1
PUBCHEM.COMPOUND:445580	NCBIGENE:2641	1
PUBCHEM.COMPOUND:44559609	NCBIGENE:6387	-1
PUBCHEM.COMPOUND:4456	NCBIGENE:43	-1
PUBCHEM.COMPOUND:445607	NCBIGENE:50	-1
PUBCHEM.COMPOUND:445629	NCBIGENE:2212	-1
PUBCHEM.COMPOUND:445629	NCBIGENE:6300	-1
PUBCHEM.COMPOUND:445629	NCBIGENE:8528	-1
PUBCHEM.COMPOUND:44563	NCBIGENE:3269	-1
PUBCHEM.COMPOUND:44563159	NCBIGENE:7098	-1
PUBCHEM.COMPOUND:445638	NCBIGENE:2641	1
PUBCHEM.COMPOUND:445638	NCBIGENE:6517	1
PUBCHEM.COMPOUND:445638	NCBIGENE:6720	1
PUBCHEM.COMPOUND:445639	NCBIGENE:1050	1
PUBCHEM.COMPOUND:445639	NCBIGENE:1052	1
PUBCHEM.COMPOUND:445639	NCBIGENE:1103	1
PUBCHEM.COMPOUND:445639	NCBIGENE:1149	1
PUBCHEM.COMPOUND:445639	NCBIGENE:1641	1
PUBCHEM.COMPOUND:445639	NCBIGENE:2641	1
PUBCHEM.COMPOUND:445639	NCBIGENE:2695	1
PUBCHEM.COMPOUND:445639	NCBIGENE:2864	1
PUBCHEM.COMPOUND:445639	NCBIGENE:310	1
PUBCHEM.COMPOUND:445639	NCBIGENE:3383	1
PUBCHEM.COMPOUND:445639	NCBIGENE:348	1
PUBCHEM.COMPOUND:445639	NCBIGENE:3552	1
PUBCHEM.COMPOUND:445639	NCBIGENE:4023	1
PUBCHEM.COMPOUND:445639	NCBIGENE:4035	1
PUBCHEM.COMPOUND:445639	NCBIGENE:4647	1
PUBCHEM.COMPOUND:445639	NCBIGENE:468	1
PUBCHEM.COMPOUND:445639	NCBIGENE:5579	1
PUBCHEM.COMPOUND:445639	NCBIGENE:5879	1
PUBCHEM.COMPOUND:445639	NCBIGENE:5881	1
PUBCHEM.COMPOUND:445639	NCBIGENE:627	1
PUBCHEM.COMPOUND:445639	NCBIGENE:6596	1
PUBCHEM.COMPOUND:445639	NCBIGENE:6774	1
PUBCHEM.COMPOUND:445639	NCBIGENE:7351	1
PUBCHEM.COMPOUND:445639	NCBIGENE:836	1
PUBCHEM.COMPOUND:445639	NCBIGENE:960	1
PUBCHEM.COMPOUND:445639	NCBIGENE:10891	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:1511	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:4170	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:4925	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:56729	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:8560	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:857	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:9415	-1
PUBCHEM.COMPOUND:445639	NCBIGENE:9429	-1
PUBCHEM.COMPOUND:445642	NCBIGENE:1230	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:1499	1
PUBCHEM.COMPOUND:445643	NCBIGENE:1576	1
PUBCHEM.COMPOUND:445643	NCBIGENE:2022	1
PUBCHEM.COMPOUND:445643	NCBIGENE:2288	1
PUBCHEM.COMPOUND:445643	NCBIGENE:250	1
PUBCHEM.COMPOUND:445643	NCBIGENE:251	1
PUBCHEM.COMPOUND:445643	NCBIGENE:2668	1
PUBCHEM.COMPOUND:445643	NCBIGENE:332	1
PUBCHEM.COMPOUND:445643	NCBIGENE:3586	1
PUBCHEM.COMPOUND:445643	NCBIGENE:4318	1
PUBCHEM.COMPOUND:445643	NCBIGENE:4846	1
PUBCHEM.COMPOUND:445643	NCBIGENE:5530	1
PUBCHEM.COMPOUND:445643	NCBIGENE:5532	1
PUBCHEM.COMPOUND:445643	NCBIGENE:6198	1
PUBCHEM.COMPOUND:445643	NCBIGENE:659	1
PUBCHEM.COMPOUND:445643	NCBIGENE:7040	1
PUBCHEM.COMPOUND:445643	NCBIGENE:7045	1
PUBCHEM.COMPOUND:445643	NCBIGENE:9021	1
PUBCHEM.COMPOUND:445643	NCBIGENE:11146	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:1385	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:1906	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:2287	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:2288	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3383	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3552	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3553	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3558	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3559	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:356	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3567	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3576	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3592	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3593	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3596	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3600	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:3667	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:392255	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:4773	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:4775	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:4843	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:4846	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:4851	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:5024	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:51129	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:54205	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:54210	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:5494	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:5530	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:5532	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:5534	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:6343	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:6347	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:6401	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:6423	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:6543	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:7040	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:801	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:805	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:808	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:8660	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:920	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:949	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:950	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:959	-1
PUBCHEM.COMPOUND:445643	NCBIGENE:9647	-1
PUBCHEM.COMPOUND:44568	NCBIGENE:4985	1
PUBCHEM.COMPOUND:44568	NCBIGENE:4988	1
PUBCHEM.COMPOUND:44570	NCBIGENE:4128	-1
PUBCHEM.COMPOUND:445713	NCBIGENE:100529261	-1
PUBCHEM.COMPOUND:445713	NCBIGENE:2224	-1
PUBCHEM.COMPOUND:445713	NCBIGENE:2342	-1
PUBCHEM.COMPOUND:445750	NCBIGENE:6401	-1
PUBCHEM.COMPOUND:445750	NCBIGENE:6403	-1
PUBCHEM.COMPOUND:44575159	NCBIGENE:7852	-1
PUBCHEM.COMPOUND:44575159	NCBIGENE:920	-1
PUBCHEM.COMPOUND:445784	NCBIGENE:27350	1
PUBCHEM.COMPOUND:445784	NCBIGENE:7157	1
PUBCHEM.COMPOUND:445784	NCBIGENE:8560	1
PUBCHEM.COMPOUND:445784	NCBIGENE:23411	-1
PUBCHEM.COMPOUND:4458	NCBIGENE:1017	-1
PUBCHEM.COMPOUND:44580018	NCBIGENE:3162	1
PUBCHEM.COMPOUND:44583955	NCBIGENE:4843	-1
PUBCHEM.COMPOUND:44584340	NCBIGENE:593	-1
PUBCHEM.COMPOUND:445858	NCBIGENE:54205	1
PUBCHEM.COMPOUND:445858	NCBIGENE:1666	-1
PUBCHEM.COMPOUND:44587252	NCBIGENE:142	1
PUBCHEM.COMPOUND:44587252	NCBIGENE:1950	-1
PUBCHEM.COMPOUND:44587252	NCBIGENE:54575	-1
PUBCHEM.COMPOUND:44587252	NCBIGENE:54577	-1
PUBCHEM.COMPOUND:44587252	NCBIGENE:54658	-1
PUBCHEM.COMPOUND:44587252	NCBIGENE:6774	-1
PUBCHEM.COMPOUND:44593851	NCBIGENE:836	1
PUBCHEM.COMPOUND:445967	NCBIGENE:1017	-1
PUBCHEM.COMPOUND:44599	NCBIGENE:2550	1
PUBCHEM.COMPOUND:44599	NCBIGENE:9568	1
PUBCHEM.COMPOUND:44599207	NCBIGENE:1901	1
PUBCHEM.COMPOUND:445995	NCBIGENE:2224	-1
PUBCHEM.COMPOUND:44599828	NCBIGENE:4986	-1
PUBCHEM.COMPOUND:44608049	NCBIGENE:356	1
PUBCHEM.COMPOUND:446134	NCBIGENE:5742	-1
PUBCHEM.COMPOUND:446154	NCBIGENE:3156	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:1543	1
PUBCHEM.COMPOUND:446155	NCBIGENE:3162	1
PUBCHEM.COMPOUND:446155	NCBIGENE:3397	1
PUBCHEM.COMPOUND:446155	NCBIGENE:359	1
PUBCHEM.COMPOUND:446155	NCBIGENE:360	1
PUBCHEM.COMPOUND:446155	NCBIGENE:4780	1
PUBCHEM.COMPOUND:446155	NCBIGENE:4843	1
PUBCHEM.COMPOUND:446155	NCBIGENE:4846	1
PUBCHEM.COMPOUND:446155	NCBIGENE:1559	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:1576	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:22796	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:3156	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:3383	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:387	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:4312	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:5444	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:5861	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:7037	-1
PUBCHEM.COMPOUND:446155	NCBIGENE:7057	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:10365	1
PUBCHEM.COMPOUND:446156	NCBIGENE:10891	1
PUBCHEM.COMPOUND:446156	NCBIGENE:168667	1
PUBCHEM.COMPOUND:446156	NCBIGENE:19	1
PUBCHEM.COMPOUND:446156	NCBIGENE:1901	1
PUBCHEM.COMPOUND:446156	NCBIGENE:213	1
PUBCHEM.COMPOUND:446156	NCBIGENE:2168	1
PUBCHEM.COMPOUND:446156	NCBIGENE:2475	1
PUBCHEM.COMPOUND:446156	NCBIGENE:255738	1
PUBCHEM.COMPOUND:446156	NCBIGENE:2627	1
PUBCHEM.COMPOUND:446156	NCBIGENE:2752	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3156	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3162	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3172	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3383	1
PUBCHEM.COMPOUND:446156	NCBIGENE:353189	1
PUBCHEM.COMPOUND:446156	NCBIGENE:356	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3845	1
PUBCHEM.COMPOUND:446156	NCBIGENE:387	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3949	1
PUBCHEM.COMPOUND:446156	NCBIGENE:3953	1
PUBCHEM.COMPOUND:446156	NCBIGENE:4023	1
PUBCHEM.COMPOUND:446156	NCBIGENE:4843	1
PUBCHEM.COMPOUND:446156	NCBIGENE:4846	1
PUBCHEM.COMPOUND:446156	NCBIGENE:4907	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5244	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5327	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5444	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5445	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5468	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5728	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5743	1
PUBCHEM.COMPOUND:446156	NCBIGENE:5880	1
PUBCHEM.COMPOUND:446156	NCBIGENE:6347	1
PUBCHEM.COMPOUND:446156	NCBIGENE:650	1
PUBCHEM.COMPOUND:446156	NCBIGENE:6520	1
PUBCHEM.COMPOUND:446156	NCBIGENE:6720	1
PUBCHEM.COMPOUND:446156	NCBIGENE:6721	1
PUBCHEM.COMPOUND:446156	NCBIGENE:7056	1
PUBCHEM.COMPOUND:446156	NCBIGENE:7472	1
PUBCHEM.COMPOUND:446156	NCBIGENE:8529	1
PUBCHEM.COMPOUND:446156	NCBIGENE:949	1
PUBCHEM.COMPOUND:446156	NCBIGENE:950	1
PUBCHEM.COMPOUND:446156	NCBIGENE:975	1
PUBCHEM.COMPOUND:446156	NCBIGENE:1017	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:1401	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:1666	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:183	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:19	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:1906	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:22796	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:3156	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:3158	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:338	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:3576	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:367	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:3853	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:387	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4137	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4312	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4313	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4314	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4318	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:4973	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:5444	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:55937	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:5743	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:5879	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:5881	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:60	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6304	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6347	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6376	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6519	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6774	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:6899	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7099	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7157	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:728378	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7296	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7412	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7450	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:7941	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:949	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:950	-1
PUBCHEM.COMPOUND:446156	NCBIGENE:958	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:255738	1
PUBCHEM.COMPOUND:446157	NCBIGENE:3162	1
PUBCHEM.COMPOUND:446157	NCBIGENE:4846	1
PUBCHEM.COMPOUND:446157	NCBIGENE:1071	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:1401	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:22796	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:3156	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:338	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:345	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:392	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:4313	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:4316	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:4843	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:5054	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:7941	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:857	-1
PUBCHEM.COMPOUND:446157	NCBIGENE:9407	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:102724428	1
PUBCHEM.COMPOUND:446220	NCBIGENE:10381	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1234	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1385	1
PUBCHEM.COMPOUND:446220	NCBIGENE:150094	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1576	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1906	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1948	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1958	1
PUBCHEM.COMPOUND:446220	NCBIGENE:2353	1
PUBCHEM.COMPOUND:446220	NCBIGENE:2354	1
PUBCHEM.COMPOUND:446220	NCBIGENE:2902	1
PUBCHEM.COMPOUND:446220	NCBIGENE:2932	1
PUBCHEM.COMPOUND:446220	NCBIGENE:30835	1
PUBCHEM.COMPOUND:446220	NCBIGENE:3309	1
PUBCHEM.COMPOUND:446220	NCBIGENE:3351	1
PUBCHEM.COMPOUND:446220	NCBIGENE:3383	1
PUBCHEM.COMPOUND:446220	NCBIGENE:3614	1
PUBCHEM.COMPOUND:446220	NCBIGENE:4204	1
PUBCHEM.COMPOUND:446220	NCBIGENE:4986	1
PUBCHEM.COMPOUND:446220	NCBIGENE:4988	1
PUBCHEM.COMPOUND:446220	NCBIGENE:5179	1
PUBCHEM.COMPOUND:446220	NCBIGENE:5327	1
PUBCHEM.COMPOUND:446220	NCBIGENE:57018	1
PUBCHEM.COMPOUND:446220	NCBIGENE:5923	1
PUBCHEM.COMPOUND:446220	NCBIGENE:627	1
PUBCHEM.COMPOUND:446220	NCBIGENE:6347	1
PUBCHEM.COMPOUND:446220	NCBIGENE:6530	1
PUBCHEM.COMPOUND:446220	NCBIGENE:6688	1
PUBCHEM.COMPOUND:446220	NCBIGENE:7054	1
PUBCHEM.COMPOUND:446220	NCBIGENE:8128	1
PUBCHEM.COMPOUND:446220	NCBIGENE:836	1
PUBCHEM.COMPOUND:446220	NCBIGENE:8772	1
PUBCHEM.COMPOUND:446220	NCBIGENE:8997	1
PUBCHEM.COMPOUND:446220	NCBIGENE:9672	1
PUBCHEM.COMPOUND:446220	NCBIGENE:1128	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:11280	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:1385	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:1565	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:2260	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:2902	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:3363	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:3576	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:3757	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:4846	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:4900	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:4986	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:5879	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:5880	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:5881	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:5972	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:5999	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:627	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6336	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6530	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6531	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6532	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6622	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:6688	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:7157	-1
PUBCHEM.COMPOUND:446220	NCBIGENE:890	-1
PUBCHEM.COMPOUND:446223	NCBIGENE:4846	-1
PUBCHEM.COMPOUND:446232	NCBIGENE:9464	-1
PUBCHEM.COMPOUND:446244	NCBIGENE:64146	-1
PUBCHEM.COMPOUND:446284	NCBIGENE:11010	1
PUBCHEM.COMPOUND:446284	NCBIGENE:123	1
PUBCHEM.COMPOUND:446284	NCBIGENE:133522	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1374	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1376	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1490	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1543	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1579	1
PUBCHEM.COMPOUND:446284	NCBIGENE:1581	1
PUBCHEM.COMPOUND:446284	NCBIGENE:183	1
PUBCHEM.COMPOUND:446284	NCBIGENE:19	1
PUBCHEM.COMPOUND:446284	NCBIGENE:2168	1
PUBCHEM.COMPOUND:446284	NCBIGENE:2181	1
PUBCHEM.COMPOUND:446284	NCBIGENE:2182	1
PUBCHEM.COMPOUND:446284	NCBIGENE:23179	1
PUBCHEM.COMPOUND:446284	NCBIGENE:2641	1
PUBCHEM.COMPOUND:446284	NCBIGENE:27063	1
PUBCHEM.COMPOUND:446284	NCBIGENE:27242	1
PUBCHEM.COMPOUND:446284	NCBIGENE:2864	1
PUBCHEM.COMPOUND:446284	NCBIGENE:29841	1
PUBCHEM.COMPOUND:446284	NCBIGENE:3156	1
PUBCHEM.COMPOUND:446284	NCBIGENE:3157	1
PUBCHEM.COMPOUND:446284	NCBIGENE:3158	1
PUBCHEM.COMPOUND:446284	NCBIGENE:335	1
PUBCHEM.COMPOUND:446284	NCBIGENE:336	1
PUBCHEM.COMPOUND:446284	NCBIGENE:376497	1
PUBCHEM.COMPOUND:446284	NCBIGENE:3992	1
PUBCHEM.COMPOUND:446284	NCBIGENE:4199	1
PUBCHEM.COMPOUND:446284	NCBIGENE:4800	1
PUBCHEM.COMPOUND:446284	NCBIGENE:4801	1
