source	target	edge_type
ncbigene:140609	ncbigene:10673	interacts
ncbigene:9021	ncbigene:1453	downregulates
ncbigene:127062	ncbigene:9688	interacts
ncbigene:126433	ncbigene:26246	interacts
ncbigene:4609	ncbigene:6431	interacts
ncbigene:4878	ncbigene:3456	interacts
ncbigene:4802	ncbigene:5594	interacts
ncbigene:80346	ncbigene:90993	interacts
ncbigene:64946	ncbigene:56681	interacts
ncbigene:80776	ncbigene:1025	interacts
ncbigene:6667	ncbigene:23142	interacts
ncbigene:1088	ncbigene:10915	interacts
ncbigene:993	ncbigene:10242	interacts
ncbigene:23194	ncbigene:2309	interacts
ncbigene:79791	ncbigene:390081	interacts
ncbigene:5646	ncbigene:409	interacts
ncbigene:5747	ncbigene:2963	interacts
ncbigene:3952	ncbigene:123096	interacts
ncbigene:5903	ncbigene:572	interacts
ncbigene:84643	ncbigene:8454	interacts
ncbigene:208	ncbigene:6187	interacts
ncbigene:4987	ncbigene:6337	interacts
ncbigene:6354	ncbigene:5518	interacts
ncbigene:10724	ncbigene:146330	interacts
ncbigene:3554	ncbigene:5159	interacts
ncbigene:5431	ncbigene:5608	interacts
ncbigene:5290	ncbigene:55839	interacts
ncbigene:3553	ncbigene:5465	interacts
ncbigene:158131	ncbigene:408	interacts
ncbigene:10724	ncbigene:51802	interacts
ncbigene:84259	ncbigene:143686	interacts
ncbigene:6464	ncbigene:1050	interacts
ncbigene:4691	ncbigene:222235	interacts
ncbigene:5087	ncbigene:81930	downregulates
ncbigene:64840	ncbigene:25879	interacts
ncbigene:2736	ncbigene:2322	interacts
pubchem.compound:5280453	ncbigene:3718	interacts
ncbigene:23332	ncbigene:361	interacts
ncbigene:9631	ncbigene:6696	interacts
ncbigene:5465	ncbigene:948	interacts
ncbigene:974	ncbigene:55294	interacts
ncbigene:2950	ncbigene:7249	interacts
ncbigene:151648	ncbigene:9134	interacts
ncbigene:284	ncbigene:1780	downregulates
ncbigene:6778	ncbigene:147841	interacts
ncbigene:107	ncbigene:5708	interacts
ncbigene:26267	ncbigene:5293	interacts
ncbigene:83729	ncbigene:2775	interacts
ncbigene:6604	ncbigene:7049	interacts
ncbigene:409	ncbigene:23014	interacts
ncbigene:3297	ncbigene:2959	interacts
ncbigene:2319	ncbigene:4619	interacts
ncbigene:1213	ncbigene:4481	interacts
ncbigene:1499	ncbigene:5519	interacts
ncbigene:26267	ncbigene:408	interacts
pubchem.compound:3117	ncbigene:3579	interacts
ncbigene:9265	ncbigene:5214	interacts
ncbigene:5078	ncbigene:2290	interacts
ncbigene:8772	ncbigene:156	interacts
ncbigene:5582	ncbigene:1271	interacts
ncbigene:140775	ncbigene:2774	interacts
ncbigene:2950	ncbigene:3741	interacts
ncbigene:120586	ncbigene:11335	interacts
ncbigene:51176	ncbigene:2091	interacts
ncbigene:26281	ncbigene:7408	interacts
ncbigene:347168	ncbigene:5934	interacts
ncbigene:135946	ncbigene:6232	interacts
ncbigene:5879	ncbigene:7329	interacts
ncbigene:150684	ncbigene:4190	interacts
ncbigene:5595	ncbigene:100302238	interacts
ncbigene:672	ncbigene:55166	interacts
ncbigene:3445	ncbigene:1969	interacts
ncbigene:3952	ncbigene:5163	interacts
pubchem.compound:5770	ncbigene:7481	interacts
ncbigene:2100	ncbigene:2167	interacts
ncbigene:3024	ncbigene:5879	interacts
ncbigene:284383	ncbigene:6139	interacts
pubchem.compound:3784	ncbigene:285231	interacts
ncbigene:1050	ncbigene:4842	interacts
ncbigene:27006	ncbigene:2833	interacts
ncbigene:28234	ncbigene:7398	interacts
ncbigene:6720	ncbigene:3717	interacts
ncbigene:3630	ncbigene:255725	interacts
ncbigene:3569	ncbigene:839	interacts
ncbigene:5747	ncbigene:156	interacts
ncbigene:1453	ncbigene:57498	interacts
ncbigene:284	ncbigene:408	interacts
ncbigene:9241	ncbigene:27242	interacts
ncbigene:4297	ncbigene:2788	interacts
ncbigene:3630	ncbigene:3361	interacts
ncbigene:4891	ncbigene:478	interacts
ncbigene:2902	ncbigene:9540	upregulates
ncbigene:22806	ncbigene:55920	interacts
ncbigene:4846	ncbigene:3449	interacts
ncbigene:773	ncbigene:8503	interacts
ncbigene:5501	ncbigene:54820	interacts
ncbigene:5465	ncbigene:79003	interacts
ncbigene:3578	ncbigene:5535	interacts
ncbigene:11009	ncbigene:1234	interacts
ncbigene:80346	ncbigene:5723	interacts
ncbigene:6775	ncbigene:10963	interacts
ncbigene:7175	ncbigene:3184	downregulates
ncbigene:6655	ncbigene:27063	interacts
ncbigene:51308	ncbigene:6222	interacts
ncbigene:6396	ncbigene:4862	interacts
ncbigene:4609	ncbigene:80153	interacts
ncbigene:9254	ncbigene:10564	interacts
ncbigene:25906	ncbigene:356	interacts
ncbigene:132112	ncbigene:54107	interacts
ncbigene:3845	ncbigene:8837	interacts
ncbigene:4915	ncbigene:1642	interacts
ncbigene:6208	ncbigene:138802	interacts
ncbigene:6363	ncbigene:2091	interacts
pubchem.compound:3488	ncbigene:1781	interacts
ncbigene:54757	ncbigene:348235	interacts
ncbigene:2719	ncbigene:6500	interacts
ncbigene:284521	ncbigene:146540	interacts
ncbigene:3109	ncbigene:51001	interacts
ncbigene:51176	ncbigene:10772	interacts
ncbigene:57154	ncbigene:25936	interacts
ncbigene:3576	ncbigene:5296	interacts
ncbigene:10413	ncbigene:640	interacts
ncbigene:5993	ncbigene:5105	interacts
ncbigene:6829	ncbigene:3304	interacts
ncbigene:8823	ncbigene:9448	interacts
ncbigene:5432	ncbigene:5573	interacts
ncbigene:2914	ncbigene:652	interacts
ncbigene:403274	ncbigene:2782	interacts
ncbigene:440153	ncbigene:2829	interacts
ncbigene:728642	ncbigene:673	downregulates
ncbigene:9241	ncbigene:1462	upregulates
ncbigene:2056	ncbigene:81341	interacts
ncbigene:5473	ncbigene:6607	interacts
ncbigene:8323	ncbigene:5590	interacts
ncbigene:998	ncbigene:9877	interacts
pubchem.compound:448537	ncbigene:8454	upregulates
ncbigene:5290	ncbigene:5048	interacts
ncbigene:3440	ncbigene:53981	interacts
ncbigene:9241	ncbigene:3111	interacts
ncbigene:351	ncbigene:5903	interacts
ncbigene:5603	ncbigene:219453	interacts
ncbigene:4854	ncbigene:55766	interacts
ncbigene:183	ncbigene:28952	interacts
ncbigene:3725	ncbigene:2792	interacts
ncbigene:5465	ncbigene:1586	upregulates
ncbigene:3845	ncbigene:63940	interacts
ncbigene:130075	ncbigene:80834	interacts
ncbigene:9241	ncbigene:3806	interacts
ncbigene:115	ncbigene:84992	interacts
ncbigene:2736	ncbigene:9099	interacts
ncbigene:5595	ncbigene:4778	interacts
ncbigene:55799	ncbigene:23412	interacts
ncbigene:51421	ncbigene:9184	interacts
ncbigene:351	ncbigene:1044	interacts
ncbigene:80328	ncbigene:3769	interacts
pubchem.compound:2733526	ncbigene:6776	interacts
ncbigene:388585	ncbigene:5624	interacts
ncbigene:4790	ncbigene:8338	interacts
ncbigene:2890	ncbigene:5594	interacts
ncbigene:1399	ncbigene:3556	interacts
ncbigene:55839	ncbigene:6500	interacts
ncbigene:2260	ncbigene:51143	downregulates
ncbigene:219960	ncbigene:3075	interacts
ncbigene:79019	ncbigene:60	interacts
ncbigene:5290	ncbigene:1000	interacts
ncbigene:8655	ncbigene:6776	interacts
pubchem.compound:135398744	ncbigene:7316	interacts
ncbigene:3018	ncbigene:5567	interacts
pubchem.compound:53232	ncbigene:5970	interacts
ncbigene:6613	ncbigene:29978	interacts
ncbigene:1020	ncbigene:151648	interacts
ncbigene:285093	ncbigene:50616	interacts
ncbigene:6232	ncbigene:5062	interacts
ncbigene:64108	ncbigene:2332	interacts
ncbigene:55466	ncbigene:390077	interacts
ncbigene:9861	ncbigene:242	interacts
ncbigene:5580	ncbigene:396	interacts
ncbigene:2822	ncbigene:2534	interacts
ncbigene:8379	ncbigene:26272	interacts
ncbigene:5347	ncbigene:26259	interacts
ncbigene:4722	ncbigene:54331	interacts
ncbigene:2066	ncbigene:26267	interacts
ncbigene:394	ncbigene:23237	interacts
ncbigene:79023	ncbigene:85301	interacts
ncbigene:26190	ncbigene:5021	interacts
pubchem.compound:54454	ncbigene:23129	interacts
ncbigene:57122	ncbigene:3355	interacts
ncbigene:57551	ncbigene:336	interacts
ncbigene:1386	ncbigene:6416	interacts
ncbigene:26696	ncbigene:9133	interacts
ncbigene:3015	ncbigene:6382	interacts
ncbigene:5879	ncbigene:10681	interacts
ncbigene:810	ncbigene:2788	interacts
pubchem.compound:3396	ncbigene:89	interacts
ncbigene:5501	ncbigene:6773	interacts
ncbigene:6187	ncbigene:409	interacts
ncbigene:2788	ncbigene:8751	interacts
ncbigene:5568	ncbigene:821	interacts
ncbigene:1639	ncbigene:2491	interacts
ncbigene:861	ncbigene:6775	interacts
ncbigene:7157	ncbigene:5427	interacts
ncbigene:123879	ncbigene:1969	interacts
ncbigene:2775	ncbigene:10454	interacts
ncbigene:26086	ncbigene:56474	interacts
ncbigene:6667	ncbigene:4041	interacts
ncbigene:5533	ncbigene:26496	interacts
ncbigene:7314	ncbigene:9877	interacts
ncbigene:57122	ncbigene:8970	interacts
ncbigene:1871	ncbigene:79966	interacts
ncbigene:6196	ncbigene:390148	interacts
ncbigene:1454	ncbigene:1129	interacts
ncbigene:7186	ncbigene:7852	interacts
ncbigene:808	ncbigene:5530	interacts
ncbigene:7157	ncbigene:5589	interacts
ncbigene:4087	ncbigene:6385	interacts
ncbigene:6648	ncbigene:2119	interacts
ncbigene:6523	ncbigene:89780	interacts
ncbigene:5170	ncbigene:28952	interacts
ncbigene:2788	ncbigene:2261	interacts
ncbigene:55127	ncbigene:5594	interacts
ncbigene:5347	ncbigene:390197	interacts
ncbigene:2071	ncbigene:51143	interacts
ncbigene:2488	ncbigene:8086	interacts
ncbigene:6300	ncbigene:119749	interacts
ncbigene:1778	ncbigene:58498	upregulates
ncbigene:81458	ncbigene:51764	interacts
ncbigene:5598	ncbigene:1956	interacts
ncbigene:23279	ncbigene:5016	interacts
ncbigene:5984	ncbigene:332	interacts
ncbigene:4137	ncbigene:6804	interacts
ncbigene:26267	ncbigene:4233	interacts
ncbigene:10000	ncbigene:8342	interacts
ncbigene:157	ncbigene:5424	interacts
ncbigene:2255	ncbigene:10451	interacts
ncbigene:153090	ncbigene:55336	interacts
ncbigene:9631	ncbigene:9407	interacts
ncbigene:9241	ncbigene:1435	interacts
ncbigene:83540	ncbigene:2798	interacts
ncbigene:5501	ncbigene:126006	interacts
ncbigene:54821	ncbigene:5627	interacts
ncbigene:391	ncbigene:2784	interacts
ncbigene:55143	ncbigene:643	interacts
ncbigene:351	ncbigene:1032	interacts
ncbigene:7494	ncbigene:29099	interacts
ncbigene:103910	ncbigene:2788	interacts
ncbigene:7043	ncbigene:5329	interacts
ncbigene:960	ncbigene:89801	upregulates
ncbigene:8178	ncbigene:5567	interacts
ncbigene:4254	ncbigene:2776	interacts
ncbigene:474382	ncbigene:79840	interacts
ncbigene:285093	ncbigene:2280	interacts
ncbigene:5078	ncbigene:10607	interacts
ncbigene:1289	ncbigene:7545	interacts
ncbigene:3159	ncbigene:407040	interacts
pubchem.compound:5280343	ncbigene:5294	interacts
ncbigene:390436	ncbigene:9350	interacts
ncbigene:7066	ncbigene:30837	interacts
ncbigene:4217	ncbigene:3791	interacts
ncbigene:390431	ncbigene:5600	interacts
ncbigene:207	ncbigene:54541	interacts
ncbigene:1058	ncbigene:84085	interacts
ncbigene:26270	ncbigene:10062	interacts
ncbigene:9241	ncbigene:6532	upregulates
ncbigene:81930	ncbigene:8086	interacts
ncbigene:284532	ncbigene:9021	interacts
ncbigene:26160	ncbigene:5903	interacts
ncbigene:4303	ncbigene:92960	interacts
ncbigene:7905	ncbigene:1437	interacts
ncbigene:2737	ncbigene:5518	upregulates
ncbigene:4917	ncbigene:784	interacts
ncbigene:29099	ncbigene:219957	interacts
ncbigene:7186	ncbigene:6422	interacts
ncbigene:8737	ncbigene:5518	interacts
ncbigene:1439	ncbigene:1982	interacts
ncbigene:1129	ncbigene:6464	interacts
ncbigene:390058	ncbigene:5588	interacts
ncbigene:23412	ncbigene:122742	interacts
ncbigene:83444	ncbigene:7010	interacts
ncbigene:390174	ncbigene:6774	interacts
ncbigene:3984	ncbigene:3561	interacts
ncbigene:26523	ncbigene:108	interacts
ncbigene:6217	ncbigene:27235	interacts
ncbigene:2787	ncbigene:5501	interacts
ncbigene:7905	ncbigene:3303	interacts
ncbigene:390058	ncbigene:25879	interacts
ncbigene:8655	ncbigene:11103	interacts
ncbigene:64170	ncbigene:5880	interacts
ncbigene:351	ncbigene:79019	interacts
ncbigene:6359	ncbigene:3595	interacts
ncbigene:899	ncbigene:7027	interacts
ncbigene:1137	ncbigene:50943	interacts
ncbigene:91584	ncbigene:1063	interacts
ncbigene:2033	ncbigene:5528	interacts
ncbigene:5567	ncbigene:4843	interacts
ncbigene:27040	ncbigene:595	interacts
pubchem.compound:3715	ncbigene:9448	interacts
ncbigene:207	ncbigene:2254	interacts
ncbigene:344892	ncbigene:899	interacts
ncbigene:3164	ncbigene:100526739	interacts
ncbigene:5290	ncbigene:3066	interacts
ncbigene:10370	ncbigene:2057	interacts
ncbigene:1050	ncbigene:6774	interacts
ncbigene:6323	ncbigene:5970	interacts
ncbigene:64108	ncbigene:2146	interacts
ncbigene:4301	ncbigene:6347	interacts
ncbigene:9688	ncbigene:6517	interacts
ncbigene:983	ncbigene:51122	interacts
ncbigene:7409	ncbigene:5287	interacts
ncbigene:996	ncbigene:83540	interacts
ncbigene:196883	ncbigene:343172	interacts
ncbigene:4211	ncbigene:6422	interacts
ncbigene:23516	ncbigene:3109	interacts
ncbigene:5592	ncbigene:1956	interacts
ncbigene:673	ncbigene:26508	interacts
ncbigene:10051	ncbigene:10910	interacts
ncbigene:5154	ncbigene:121274	interacts
ncbigene:2785	ncbigene:6633	interacts
ncbigene:26270	ncbigene:466	interacts
ncbigene:22930	ncbigene:7539	interacts
ncbigene:5602	ncbigene:1233	interacts
ncbigene:4150	ncbigene:5562	interacts
ncbigene:23511	ncbigene:4041	interacts
ncbigene:4005	ncbigene:54910	interacts
ncbigene:8644	ncbigene:8379	interacts
ncbigene:837	ncbigene:3456	interacts
ncbigene:6502	ncbigene:8735	interacts
ncbigene:129401	ncbigene:8945	interacts
ncbigene:351	ncbigene:996	interacts
ncbigene:9735	ncbigene:6582	interacts
ncbigene:7448	ncbigene:8454	interacts
ncbigene:1259	ncbigene:51602	interacts
ncbigene:7473	ncbigene:51764	interacts
ncbigene:1543	ncbigene:7024	interacts
ncbigene:2868	ncbigene:3929	interacts
ncbigene:2033	ncbigene:148	interacts
ncbigene:5439	ncbigene:10517	interacts
ncbigene:6468	ncbigene:8764	interacts
ncbigene:7124	ncbigene:1063	interacts
ncbigene:7297	ncbigene:408	interacts
pubchem.compound:5284616	ncbigene:5519	interacts
ncbigene:3561	ncbigene:406888	interacts
ncbigene:3630	ncbigene:55839	interacts
ncbigene:917	ncbigene:2535	interacts
ncbigene:1964	ncbigene:5566	interacts
ncbigene:4208	ncbigene:148	interacts
ncbigene:1139	ncbigene:130075	interacts
ncbigene:79023	ncbigene:119692	interacts
ncbigene:942	ncbigene:57551	interacts
ncbigene:79544	ncbigene:5529	interacts
ncbigene:55336	ncbigene:390201	interacts
ncbigene:5932	ncbigene:219873	interacts
ncbigene:2885	ncbigene:9630	interacts
ncbigene:3479	ncbigene:57761	interacts
ncbigene:11004	ncbigene:1857	interacts
ncbigene:7203	ncbigene:2782	interacts
ncbigene:3082	ncbigene:678	interacts
ncbigene:145957	ncbigene:10267	interacts
ncbigene:4771	ncbigene:5008	interacts
ncbigene:10403	ncbigene:301	interacts
ncbigene:2952	ncbigene:6431	interacts
ncbigene:1443	ncbigene:2773	interacts
ncbigene:6657	ncbigene:2177	interacts
ncbigene:79003	ncbigene:22794	interacts
pubchem.compound:4100	ncbigene:998	interacts
ncbigene:80346	ncbigene:2519	downregulates
ncbigene:1780	ncbigene:7097	interacts
ncbigene:6346	ncbigene:57817	interacts
ncbigene:4205	ncbigene:3643	interacts
ncbigene:23636	ncbigene:7329	interacts
ncbigene:23209	ncbigene:401541	interacts
ncbigene:6281	ncbigene:51122	interacts
ncbigene:26508	ncbigene:4829	interacts
ncbigene:284	ncbigene:81565	interacts
ncbigene:5600	ncbigene:79980	interacts
ncbigene:7066	ncbigene:3561	interacts
ncbigene:374	ncbigene:2774	interacts
ncbigene:8348	ncbigene:157	interacts
ncbigene:100526739	ncbigene:81930	interacts
ncbigene:6846	ncbigene:3977	interacts
ncbigene:282616	ncbigene:6714	interacts
pubchem.compound:5284616	ncbigene:7027	interacts
ncbigene:654	ncbigene:5567	interacts
ncbigene:54331	ncbigene:5526	interacts
ncbigene:2812	ncbigene:54331	interacts
ncbigene:9064	ncbigene:6241	interacts
ncbigene:221035	ncbigene:79682	interacts
ncbigene:51585	ncbigene:729230	interacts
ncbigene:4893	ncbigene:3017	interacts
ncbigene:390275	ncbigene:60	interacts
ncbigene:10540	ncbigene:7507	interacts
ncbigene:50616	ncbigene:7703	interacts
ncbigene:3309	ncbigene:9855	interacts
ncbigene:7321	ncbigene:10523	interacts
ncbigene:1852	ncbigene:102800317	interacts
ncbigene:7157	ncbigene:23279	interacts
ncbigene:6777	ncbigene:6416	interacts
ncbigene:378708	ncbigene:441639	upregulates
ncbigene:2261	ncbigene:5527	interacts
pubchem.compound:3385	ncbigene:341418	interacts
ncbigene:3170	ncbigene:3479	interacts
ncbigene:3561	ncbigene:53832	interacts
ncbigene:200186	ncbigene:80700	interacts
ncbigene:65055	ncbigene:3126	interacts
ncbigene:3458	ncbigene:4790	interacts
ncbigene:378708	ncbigene:22985	interacts
ncbigene:5617	ncbigene:2810	interacts
ncbigene:390152	ncbigene:208	interacts
ncbigene:7290	ncbigene:26097	interacts
ncbigene:26534	ncbigene:207	interacts
ncbigene:1021	ncbigene:4224	interacts
ncbigene:10724	ncbigene:2965	interacts
ncbigene:8411	ncbigene:55110	interacts
ncbigene:3170	ncbigene:116988	interacts
ncbigene:4087	ncbigene:50943	interacts
ncbigene:390432	ncbigene:10073	interacts
ncbigene:9241	ncbigene:7532	interacts
ncbigene:8823	ncbigene:1513	interacts
ncbigene:84643	ncbigene:126433	interacts
ncbigene:523	ncbigene:3265	interacts
ncbigene:348995	ncbigene:114026	interacts
ncbigene:4283	ncbigene:4008	interacts
ncbigene:81858	ncbigene:408	interacts
ncbigene:2791	ncbigene:5685	interacts
ncbigene:8945	ncbigene:3563	interacts
ncbigene:7450	ncbigene:55766	interacts
ncbigene:2737	ncbigene:10813	upregulates
ncbigene:4800	ncbigene:1783	interacts
ncbigene:2113	ncbigene:3595	interacts
ncbigene:1869	ncbigene:2249	interacts
ncbigene:51065	ncbigene:4609	interacts
ncbigene:670	ncbigene:51808	interacts
ncbigene:5606	ncbigene:3672	interacts
ncbigene:2251	ncbigene:7043	interacts
ncbigene:585	ncbigene:51780	interacts
ncbigene:6187	ncbigene:408	interacts
ncbigene:6232	ncbigene:28987	interacts
ncbigene:1950	ncbigene:5526	interacts
ncbigene:9687	ncbigene:2353	interacts
ncbigene:2782	ncbigene:5516	interacts
ncbigene:8831	ncbigene:2782	upregulates
ncbigene:2153	ncbigene:4116	interacts
ncbigene:7905	ncbigene:51764	interacts
ncbigene:5568	ncbigene:7403	interacts
ncbigene:81300	ncbigene:3845	interacts
ncbigene:57172	ncbigene:80201	interacts
ncbigene:1286	ncbigene:57521	interacts
ncbigene:5585	ncbigene:348	interacts
ncbigene:613	ncbigene:5328	interacts
ncbigene:5871	ncbigene:641	interacts
ncbigene:1236	ncbigene:51122	upregulates
ncbigene:81282	ncbigene:269	interacts
ncbigene:6720	ncbigene:3815	interacts
ncbigene:3569	ncbigene:23291	interacts
ncbigene:5747	ncbigene:335	interacts
ncbigene:143496	ncbigene:387	interacts
ncbigene:7850	ncbigene:51808	interacts
ncbigene:1063	ncbigene:5422	interacts
ncbigene:57690	ncbigene:57082	interacts
ncbigene:3013	ncbigene:3448	interacts
ncbigene:474382	ncbigene:11130	interacts
ncbigene:9241	ncbigene:2971	interacts
ncbigene:8837	ncbigene:26190	interacts
ncbigene:1017	ncbigene:151648	interacts
ncbigene:93611	ncbigene:8334	interacts
ncbigene:23279	ncbigene:6456	interacts
ncbigene:31	ncbigene:7040	interacts
ncbigene:4779	ncbigene:4792	interacts
ncbigene:2100	ncbigene:9071	interacts
ncbigene:5196	ncbigene:55110	interacts
ncbigene:23112	ncbigene:8911	interacts
ncbigene:4543	ncbigene:9277	interacts
ncbigene:6923	ncbigene:7082	interacts
ncbigene:6667	ncbigene:834	interacts
ncbigene:7494	ncbigene:5519	interacts
ncbigene:8379	ncbigene:5578	interacts
ncbigene:29781	ncbigene:8379	interacts
ncbigene:728642	ncbigene:5526	interacts
ncbigene:55131	ncbigene:8342	interacts
ncbigene:10724	ncbigene:2829	interacts
ncbigene:54939	ncbigene:10371	interacts
ncbigene:28952	ncbigene:251	interacts
ncbigene:841	ncbigene:64764	interacts
ncbigene:2246	ncbigene:1438	interacts
ncbigene:84057	ncbigene:5515	interacts
ncbigene:5889	ncbigene:3932	interacts
ncbigene:138803	ncbigene:64105	interacts
ncbigene:351	ncbigene:2253	interacts
ncbigene:6300	ncbigene:407054	interacts
ncbigene:9184	ncbigene:5797	interacts
ncbigene:378708	ncbigene:2782	interacts
ncbigene:998	ncbigene:8386	interacts
ncbigene:5423	ncbigene:3456	interacts
ncbigene:1453	ncbigene:7432	interacts
ncbigene:3824	ncbigene:7534	interacts
ncbigene:59345	ncbigene:477	upregulates
ncbigene:728642	ncbigene:27316	interacts
ncbigene:6722	ncbigene:10818	interacts
ncbigene:995	ncbigene:1441	interacts
ncbigene:54738	ncbigene:472	interacts
ncbigene:9002	ncbigene:23421	interacts
ncbigene:4502	ncbigene:389541	interacts
ncbigene:9241	ncbigene:2890	interacts
ncbigene:80346	ncbigene:4624	interacts
ncbigene:2206	ncbigene:2782	interacts
ncbigene:1020	ncbigene:57369	interacts
ncbigene:3630	ncbigene:472	interacts
ncbigene:10726	ncbigene:2829	interacts
ncbigene:221035	ncbigene:259197	interacts
ncbigene:3630	ncbigene:4893	interacts
ncbigene:102800317	ncbigene:132864	interacts
ncbigene:6772	ncbigene:3667	interacts
ncbigene:4773	ncbigene:409	interacts
ncbigene:23054	ncbigene:2309	interacts
ncbigene:54821	ncbigene:1356	interacts
ncbigene:58191	ncbigene:57600	interacts
ncbigene:146330	ncbigene:54106	interacts
ncbigene:10724	ncbigene:284532	interacts
ncbigene:5465	ncbigene:4125	interacts
ncbigene:7507	ncbigene:3187	interacts
ncbigene:8331	ncbigene:7157	interacts
ncbigene:5566	ncbigene:3308	interacts
pubchem.compound:36314	ncbigene:1499	interacts
ncbigene:472	ncbigene:5500	interacts
ncbigene:892	ncbigene:7173	interacts
ncbigene:2550	ncbigene:23500	interacts
ncbigene:10870	ncbigene:7072	interacts
ncbigene:219487	ncbigene:222235	interacts
ncbigene:53342	ncbigene:80204	interacts
ncbigene:5567	ncbigene:51764	interacts
ncbigene:5567	ncbigene:10257	interacts
ncbigene:84699	ncbigene:406985	interacts
ncbigene:84916	ncbigene:672	interacts
ncbigene:5567	ncbigene:640	interacts
ncbigene:865	ncbigene:9877	interacts
ncbigene:1781	ncbigene:8487	downregulates
ncbigene:51143	ncbigene:26235	interacts
ncbigene:246184	ncbigene:51397	interacts
ncbigene:9241	ncbigene:8737	interacts
ncbigene:5001	ncbigene:54434	interacts
ncbigene:8655	ncbigene:147841	interacts
ncbigene:8893	ncbigene:107	interacts
ncbigene:5078	ncbigene:2591	interacts
ncbigene:83597	ncbigene:3360	interacts
ncbigene:208	ncbigene:2309	interacts
ncbigene:351	ncbigene:7010	interacts
ncbigene:65055	ncbigene:6934	interacts
ncbigene:55968	ncbigene:83737	interacts
ncbigene:91	ncbigene:6425	interacts
ncbigene:1154	ncbigene:25929	interacts
ncbigene:5465	ncbigene:4122	interacts
ncbigene:3727	ncbigene:3598	interacts
ncbigene:151246	ncbigene:5293	interacts
ncbigene:4211	ncbigene:2241	interacts
ncbigene:4988	ncbigene:3456	interacts
ncbigene:79369	ncbigene:5198	interacts
ncbigene:79980	ncbigene:4312	interacts
ncbigene:4855	ncbigene:2788	interacts
ncbigene:55746	ncbigene:6772	interacts
ncbigene:3953	ncbigene:54331	interacts
ncbigene:3017	ncbigene:2879	interacts
ncbigene:56034	ncbigene:9978	interacts
ncbigene:56915	ncbigene:3667	interacts
ncbigene:5604	ncbigene:5725	interacts
ncbigene:2033	ncbigene:5567	interacts
ncbigene:5594	ncbigene:5898	interacts
ncbigene:4908	ncbigene:56902	interacts
ncbigene:80306	ncbigene:2253	interacts
ncbigene:4303	ncbigene:3760	interacts
pubchem.compound:702	ncbigene:5394	interacts
ncbigene:2885	ncbigene:595	interacts
ncbigene:1022	ncbigene:79019	downregulates
ncbigene:8318	ncbigene:10398	interacts
ncbigene:5600	ncbigene:6249	interacts
ncbigene:125058	ncbigene:3416	interacts
ncbigene:5905	ncbigene:23122	interacts
ncbigene:5605	ncbigene:1432	interacts
ncbigene:4851	ncbigene:5030	interacts
ncbigene:2892	ncbigene:6714	interacts
ncbigene:367	ncbigene:126006	interacts
ncbigene:10379	ncbigene:3265	interacts
ncbigene:4609	ncbigene:991	interacts
ncbigene:219952	ncbigene:54820	interacts
ncbigene:79902	ncbigene:6507	interacts
ncbigene:3630	ncbigene:121275	interacts
ncbigene:7478	ncbigene:26263	downregulates
ncbigene:177	ncbigene:116150	interacts
ncbigene:7905	ncbigene:705	interacts
ncbigene:11200	ncbigene:6201	interacts
ncbigene:348995	ncbigene:3087	interacts
ncbigene:3361	ncbigene:4217	interacts
ncbigene:5588	ncbigene:3717	interacts
ncbigene:55055	ncbigene:114907	interacts
ncbigene:80346	ncbigene:50484	interacts
ncbigene:388761	ncbigene:9564	interacts
ncbigene:9568	ncbigene:1438	interacts
pubchem.compound:71360	ncbigene:5359	interacts
ncbigene:1871	ncbigene:5528	interacts
pubchem.compound:3117	ncbigene:219428	interacts
ncbigene:4798	ncbigene:5565	interacts
ncbigene:2354	ncbigene:6199	interacts
ncbigene:54331	ncbigene:10627	interacts
ncbigene:3646	ncbigene:84870	upregulates
ncbigene:4773	ncbigene:5957	interacts
ncbigene:5533	ncbigene:2001	upregulates
ncbigene:10724	ncbigene:9987	interacts
ncbigene:27178	ncbigene:1612	interacts
ncbigene:4908	ncbigene:5566	interacts
ncbigene:100996758	ncbigene:23765	interacts
ncbigene:2069	ncbigene:388	interacts
ncbigene:60	ncbigene:5568	interacts
ncbigene:2002	ncbigene:1958	interacts
ncbigene:5604	ncbigene:4487	interacts
ncbigene:5578	ncbigene:8503	interacts
ncbigene:1869	ncbigene:3187	downregulates
ncbigene:6468	ncbigene:3688	interacts
ncbigene:6775	ncbigene:4299	interacts
ncbigene:5515	ncbigene:7422	interacts
ncbigene:2260	ncbigene:54490	interacts
ncbigene:348995	ncbigene:4790	interacts
ncbigene:121130	ncbigene:7428	interacts
ncbigene:10599	ncbigene:1376	interacts
ncbigene:2626	ncbigene:10468	interacts
ncbigene:1387	ncbigene:3726	interacts
ncbigene:51585	ncbigene:406886	interacts
ncbigene:7852	ncbigene:3673	interacts
ncbigene:5532	ncbigene:3594	interacts
ncbigene:7905	ncbigene:22899	upregulates
ncbigene:392138	ncbigene:2781	interacts
ncbigene:5048	ncbigene:25793	interacts
ncbigene:9241	ncbigene:8661	upregulates
ncbigene:10728	ncbigene:1807	interacts
ncbigene:5571	ncbigene:814	interacts
ncbigene:81392	ncbigene:729230	interacts
ncbigene:553	ncbigene:3113	interacts
ncbigene:3630	ncbigene:147111	interacts
ncbigene:6234	ncbigene:7072	downregulates
ncbigene:144699	ncbigene:442194	interacts
